IATA Code,Airline Name,Year,Month,Month Number,Quarter,Total Fuel Consumed (thousands of gallons),Total Cost of Fuel (dollars),Cost per Gallon (dollars),Total Fuel Consumed (thousands of kg) ,CO2 Emissions (thousands of kg)
UA,United Air Lines,2014,October,10,4,"267,043","710,896",2.66,809140.29,2548791.914
UA,United Air Lines,2014,November,11,4,"241,433","600,034",2.49,731541.99,2304357.269
UA,United Air Lines,2014,December,12,4,"255,982","571,002",2.23,775625.46,2443220.199
UA,United Air Lines,2015,January,1,1,"244,263","445,172",1.82,740116.89,2331368.204
UA,United Air Lines,2015,February,2,1,"220,812","378,918",1.72,669060.36,2107540.134
UA,United Air Lines,2015,March,3,1,"266,845","490,362",1.84,808540.35,2546902.103
UA,United Air Lines,2015,April,4,2,"259,652","455,857",1.76,786745.56,2478248.514
UA,United Air Lines,2015,May,5,2,"279,542","536,654",1.92,847012.26,2668088.619
UA,United Air Lines,2015,June,6,2,"289,144","549,648",1.9,876106.32,2759734.908
UA,United Air Lines,2015,July,7,3,"302,246","535,870",1.77,915805.38,2884786.947
UA,United Air Lines,2015,August,8,3,"294,612","466,182",1.58,892674.36,2811924.234
UA,United Air Lines,2015,September,9,3,"260,371","387,582",1.49,788924.13,2485111.01
UA,United Air Lines,2015,October,10,4,"269,235","401,141",1.49,815782.05,2569713.458
UA,United Air Lines,2015,November,11,4,"246,236","345,205",1.4,746095.08,2350199.502
UA,United Air Lines,2015,December,12,4,"262,330","349,939",1.33,794859.9,2503808.685
UA,United Air Lines,2016,January,1,1,"238,772","275,699",1.15,723479.16,2278959.354
UA,United Air Lines,2016,February,2,1,"227,342","240,320",1.06,688846.26,2169865.719
UA,United Air Lines,2016,March,3,1,"263,638","295,890",1.12,798823.14,2516292.891
UA,United Air Lines,2016,April,4,2,"255,793","305,499",1.19,775052.79,2441416.289
UA,United Air Lines,2016,May,5,2,"279,863","368,473",1.32,847984.89,2671152.404
UA,United Air Lines,2016,June,6,2,"292,031","419,743",1.44,884853.93,2787289.88
UA,United Air Lines,2016,July,7,3,"308,403","443,291",1.44,934461.09,2943552.434
UA,United Air Lines,2016,August,8,3,"302,741","409,930",1.35,917305.23,2889511.475
UA,United Air Lines,2016,September,9,3,"272,772","380,223",1.39,826499.16,2603472.354
UA,United Air Lines,2016,October,10,4,"276,721","406,106",1.47,838464.63,2641163.585
UA,United Air Lines,2016,November,11,4,"250,713","367,528",1.47,759660.39,2392930.229
UA,United Air Lines,2016,December,12,4,"271,428","411,647",1.52,822426.84,2590644.546
UA,United Air Lines,2017,January,1,1,"253,274","409,730",1.62,767420.22,2417373.693
UA,United Air Lines,2017,February,2,1,"228,765","372,731",1.63,693157.95,2183447.543
UA,United Air Lines,2017,March,3,1,"273,111","438,687",1.61,827526.33,2606707.94
UA,United Air Lines,2017,April,4,2,"267,597","425,294",1.59,810818.91,2554079.567
UA,United Air Lines,2017,May,5,2,"290,061","445,260",1.54,878884.83,2768487.215
UA,United Air Lines,2017,June,6,2,"305,311","450,277",1.47,925092.33,2914040.84
UA,United Air Lines,2017,July,7,3,"320,382","469,265",1.46,970757.46,3057885.999
UA,United Air Lines,2017,August,8,3,"309,523","490,161",1.58,937854.69,2954242.274
UA,United Air Lines,2017,September,9,3,"274,026","474,566",1.73,830298.78,2615441.157
UA,United Air Lines,2017,October,10,4,"280,856","494,543",1.76,850993.68,2680630.092
UA,United Air Lines,2017,November,11,4,"259,627","469,515",1.81,786669.81,2478009.902
UA,United Air Lines,2017,December,12,4,"273,222","512,556",1.88,827862.66,2607767.379
UA,United Air Lines,2018,January,1,1,"254,781","505,600",1.98,771986.43,2431757.255
UA,United Air Lines,2018,February,2,1,"234,320","473,014",2.02,709989.6,2236467.24
UA,United Air Lines,2018,March,3,1,"278,100","548,004",1.97,842643,2654325.45
UA,United Air Lines,2018,April,4,2,"277,021","567,162",2.05,839373.63,2644026.935
UA,United Air Lines,2018,May,5,2,"295,445","645,395",2.18,895198.35,2819874.803
UA,United Air Lines,2018,June,6,2,"310,146","684,459",2.21,939742.38,2960188.497
UA,United Air Lines,2018,July,7,3,"325,157","706,858",2.17,985225.71,3103460.987
UA,United Air Lines,2018,August,8,3,"317,525","691,160",2.18,962100.75,3030617.363
UA,United Air Lines,2018,September,9,3,"283,753","631,116",2.22,859771.59,2708280.509
UA,United Air Lines,2018,October,10,4,"294,658","683,937",2.32,892813.74,2812363.281
UA,United Air Lines,2018,November,11,4,"272,229","613,869",2.25,824853.87,2598289.691
UA,United Air Lines,2018,December,12,4,"287,442","566,889",1.97,870949.26,2743490.169
UA,United Air Lines,2019,January,1,1,"268,840","498,358",1.85,814585.2,2565943.38
UA,United Air Lines,2019,February,2,1,"243,621","470,782",1.93,738171.63,2325240.635
UA,United Air Lines,2019,March,3,1,"296,835","595,687",2.01,899410.05,2833141.658
UA,United Air Lines,2019,April,4,2,"288,151","589,803",2.05,873097.53,2750257.22
UA,United Air Lines,2019,May,5,2,"308,455","651,678",2.11,934618.65,2944048.748
UA,United Air Lines,2019,June,6,2,"319,404","626,521",1.96,967794.12,3048551.478
UA,United Air Lines,2019,July,7,3,"328,107","643,380",1.96,994164.21,3131617.262
UA,United Air Lines,2019,August,8,3,"323,291","623,762",1.93,979571.73,3085650.95
UA,United Air Lines,2019,September,9,3,"291,262","558,379",1.92,882523.86,2779950.159
UA,United Air Lines,2019,October,10,4,"300,879","593,124",1.97,911663.37,2871739.616
UA,United Air Lines,2019,November,11,4,"280,112","552,814",1.97,848739.36,2673528.984
UA,United Air Lines,2019,December,12,4,"299,522","590,879",1.97,907551.66,2858787.729
